Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
AG-359-E19	30.72	0.33	Neural Network (Specific Model)	11	0.97	30918	289.2142857142857	361794	0.29	406	23	84054	None
AG-899-P01	19.5	0.0	Neural Network (Specific Model)	11	0.951	32053	311.76555023923447	205224	0.31	209	14	42706	None
AG-899-P09	80.05	0.0	Neural Network (Specific Model)	11	0.966	63264	293.7492566897919	916955	0.29	1009	32	143934	None
AG-359-I17	77.03	0.24	Neural Network (Specific Model)	11	0.963	96291	301.18224740321057	990114	0.3	1059	20	168961	None
AG-900-B23	73.56	0.08	Neural Network (Specific Model)	11	0.964	43708	293.4327424400417	873351	0.29	959	41	136826	None
AG-900-D03	34.45	0.0	Neural Network (Specific Model)	11	0.972	30582	295.00178890876566	507454	0.29	559	27	67008	None
AG-359-K05	59.55	0.02	Neural Network (Specific Model)	11	0.969	41182	282.4297407912688	638519	0.3	733	36	121836	None
AG-359-K08	21.62	0.01	Neural Network (Specific Model)	11	0.964	17237	282.90575916230364	335411	0.3	382	34	34115	None
AG-359-K16	72.78	0.02	Neural Network (Specific Model)	11	0.964	71838	302.6752058554437	1026810	0.29	1093	42	98057	None
AG-359-L17	20.37	0.0	Neural Network (Specific Model)	11	0.958	17741	272.8957345971564	179678	0.3	211	14	38070	None
AG-900-E18	81.04	0.05	Neural Network (Specific Model)	11	0.964	161739	300.7709291628335	1014459	0.3	1087	19	242873	None
AG-900-F21	34.14	0.05	Neural Network (Specific Model)	11	0.964	35751	308.81976744186045	659422	0.3	688	41	105067	None
AG-359-N05	55.66	0.06	Neural Network (Specific Model)	11	0.96	32648	298.8181818181818	767963	0.29	825	42	73098	None
AG-359-P04	71.73	0.05	Neural Network (Specific Model)	11	0.968	44871	295.9455164585698	804645	0.29	881	36	130199	None
AG-900-I04	25.96	0.02	Neural Network (Specific Model)	11	0.963	22665	291.02027027027026	267451	0.3	296	16	60464	None
AG-360-A09	32.92	0.18	Neural Network (Specific Model)	11	0.964	10993	278.88812785388126	378569	0.29	438	48	28517	None
AG-360-A11	50.97	0.17	Neural Network (Specific Model)	11	0.966	17952	292.39224137931035	629484	0.29	696	51	59013	None
AG-900-J13	16.87	0.04	Neural Network (Specific Model)	11	0.959	11931	275.86238532110093	281285	0.3	327	34	24503	None
AG-360-B03	49.68	0.03	Neural Network (Specific Model)	11	0.96	25884	283.2845528455285	542231	0.29	615	39	79095	None
AG-360-B20	12.07	0.0	Neural Network (Specific Model)	11	0.967	9615	288.1939655172414	206577	0.28	232	24	25276	None
AG-360-C18	16.06	0.05	Neural Network (Specific Model)	11	0.949	17637	287.19924812030075	240614	0.29	266	20	37993	None
AG-360-E07	13.77	0.02	Neural Network (Specific Model)	11	0.961	14801	280.46222222222224	196231	0.28	225	22	28750	None
AG-360-E08	22.44	0.0	Neural Network (Specific Model)	11	0.955	7988	287.4508474576271	265356	0.3	295	38	35295	None
AG-900-N09	17.22	0.04	Neural Network (Specific Model)	11	0.952	7711	253.6878453038674	288114	0.29	362	43	22815	None
AG-900-N14	16.79	0.0	Neural Network (Specific Model)	11	0.963	8075	262.12068965517244	282800	0.29	348	43	20437	None
AG-900-N13	37.6	0.03	Neural Network (Specific Model)	11	0.958	17814	286.57957957957956	595972	0.29	666	52	41282	None
AG-360-F10	29.57	0.02	Neural Network (Specific Model)	11	0.954	21052	282.5199275362319	488500	0.29	552	40	51297	None
AG-360-F02	31.07	0.36	Neural Network (Specific Model)	11	0.963	10567	271.4842767295597	402153	0.29	477	49	37211	None
AG-900-P03	41.96	0.44	Neural Network (Specific Model)	11	0.966	37258	293.8204697986577	542098	0.3	596	31	137939	None
AG-360-G18	20.69	0.0	Neural Network (Specific Model)	11	0.96	14468	283.3277777777778	317586	0.29	360	35	24283	None
AG-901-A07	82.29	0.26	Neural Network (Specific Model)	11	0.966	90917	302.5991836734694	1147963	0.29	1225	30	157683	None
AG-901-B17	75.62	0.0	Neural Network (Specific Model)	11	0.967	53784	296.9553488372093	986493	0.29	1075	32	107038	None
AG-901-E02	38.28	0.0	Neural Network (Specific Model)	11	0.968	19322	289.35952848722985	455038	0.3	509	36	45681	None
AG-360-M22	65.12	0.43	Neural Network (Specific Model)	11	0.96	62338	299.94396961063626	983920	0.3	1053	37	180171	None
AG-360-N05	36.97	0.13	Neural Network (Specific Model)	11	0.955	21644	277.29651162790697	447921	0.29	516	37	40274	None
AG-360-N23	55.02	0.0	Neural Network (Specific Model)	11	0.962	31189	285.11748251748253	633623	0.29	715	44	80540	None
AG-901-G21	79.26	0.02	Gradient Boost (General Model)	11	0.96	46491	308.1103074141049	1061860	0.33	1106	39	161095	None
AG-901-G20	78.02	1.04	Neural Network (Specific Model)	11	0.965	167616	306.36810431293884	946374	0.3	997	18	229691	None
AG-360-O21	56.5	0.01	Neural Network (Specific Model)	11	0.966	19867	290.6527590847914	668318	0.3	743	51	86511	None
AG-360-P19	53.4	0.0	Neural Network (Specific Model)	11	0.963	30723	298.65168539325845	660993	0.3	712	36	71444	None
AG-360-P11	49.41	0.07	Gradient Boost (General Model)	11	0.955	27495	284.6457399103139	596241	0.3	669	37	62653	None
AG-901-O14	13.74	0.17	Neural Network (Specific Model)	11	0.963	20625	280.82300884955754	295644	0.29	339	28	35078	None
AG-901-P17	55.47	0.02	Gradient Boost (General Model)	11	0.965	41108	312.65879828326183	903679	0.34	932	45	104319	None
AG-901-P13	25.31	0.0	Neural Network (Specific Model)	11	0.965	29813	285.1892523364486	378512	0.3	428	27	60697	None
AG-901-P19	73.66	0.0	Neural Network (Specific Model)	11	0.964	50283	296.12808460634545	780942	0.29	851	33	157601	None
AG-903-C04	76.25	0.02	Neural Network (Specific Model)	11	0.961	84574	291.79383259911896	1030726	0.3	1135	34	205306	None
AG-365-B18	38.8	0.01	Neural Network (Specific Model)	11	0.954	12158	274.5473887814313	444199	0.28	517	52	26255	None
AG-365-E14	55.88	0.02	Neural Network (Specific Model)	11	0.962	27317	294.5464824120603	728724	0.29	796	52	62440	None
AG-903-J17	80.21	0.0	Neural Network (Specific Model)	11	0.96	38794	296.14198161389174	902651	0.29	979	38	92156	None
AG-365-G03	45.99	0.0	Neural Network (Specific Model)	11	0.959	15250	283.031724137931	639678	0.29	725	67	44935	None
AG-365-F20	81.26	0.0	Neural Network (Specific Model)	11	0.963	35793	295.1510277033065	1025584	0.28	1119	56	70621	None
AG-903-L03	46.56	0.14	Neural Network (Specific Model)	11	0.957	42344	293.74964438122333	645148	0.29	703	44	90649	None
AG-903-N16	31.11	0.07	Neural Network (Specific Model)	11	0.956	22981	282.08565737051794	442751	0.3	502	30	71756	None
AG-365-M11	13.68	0.0	Neural Network (Specific Model)	11	0.964	11969	288.8864864864865	165452	0.29	185	17	25442	None
AG-365-O02	61.61	0.77	Neural Network (Specific Model)	11	0.962	31009	293.8466898954704	786289	0.28	861	39	79265	None
AG-904-E19	59.6	0.04	Neural Network (Specific Model)	11	0.961	60642	299.30987292277615	953819	0.3	1023	38	131429	None
AG-904-L03	20.2	0.42	Neural Network (Specific Model)	11	0.963	15440	281.8333333333333	299179	0.3	342	30	29699	None
AG-904-O11	66.84	0.32	Neural Network (Specific Model)	11	0.964	53375	300.3972055888224	933420	0.29	1002	30	103576	None
AG-905-B11	16.04	0.0	Neural Network (Specific Model)	11	0.96	13576	284.2509090909091	243296	0.3	275	27	31508	None
AG-390-K03	25.87	0.0	Neural Network (Specific Model)	11	0.963	12201	284.9265402843602	373547	0.3	422	51	43829	None
AG-905-D17	74.11	0.06	Neural Network (Specific Model)	11	0.96	57918	292.5533472803347	871310	0.29	956	42	111221	None
AG-899-P11	76.5	0.01	Neural Network (Specific Model)	11	0.961	82781	302.54315196998124	1004276	0.29	1066	30	165883	None
AG-359-M18	47.38	0.0	Neural Network (Specific Model)	11	0.966	81157	286.89252336448595	570028	0.29	642	17	139216	None
AG-900-G22	82.01	0.05	Neural Network (Specific Model)	11	0.965	61588	305.97240802675583	1134754	0.3	1196	37	197819	None
AG-360-A05	54.34	0.3	Neural Network (Specific Model)	11	0.964	17914	290.4059040590406	732166	0.29	813	58	62303	None
AG-359-P21	79.77	0.05	Neural Network (Specific Model)	11	0.962	122656	299.72497897392765	1107981	0.29	1189	21	227079	None
AG-900-I09	61.98	0.0	Neural Network (Specific Model)	11	0.962	39743	299.3691796008869	839920	0.3	902	45	145660	None
AG-360-A21	63.53	0.0	Neural Network (Specific Model)	11	0.962	20048	289.25875	719126	0.3	800	47	92841	None
AG-360-A19	51.9	0.16	Neural Network (Specific Model)	11	0.964	30285	305.81310679611653	781904	0.3	824	42	73161	None
AG-360-B02	69.49	0.02	Neural Network (Specific Model)	11	0.966	34799	299.1392649903288	957754	0.29	1034	55	125516	None
AG-360-A23	43.59	0.16	Neural Network (Specific Model)	11	0.967	18992	275.051993067591	490605	0.29	577	45	52325	None
AG-900-J22	42.95	0.05	Neural Network (Specific Model)	11	0.961	16548	292.6992337164751	475425	0.3	522	50	60631	None
AG-360-C11	17.06	0.01	Neural Network (Specific Model)	11	0.96	13317	289.2094594594595	400040	0.33	444	41	64334	None
AG-360-C15	51.69	0.02	Neural Network (Specific Model)	11	0.967	30136	293.4453665283541	656234	0.3	723	42	82094	None
AG-900-K20	50.39	0.0	Neural Network (Specific Model)	11	0.962	49905	301.67464114832535	784218	0.33	836	29	126634	None
AG-900-L05	44.7	0.0	Neural Network (Specific Model)	11	0.963	31206	301.0629685157421	623304	0.29	667	40	99816	None
AG-900-M05	47.51	0.04	Neural Network (Specific Model)	11	0.956	20899	282.6017052375152	726141	0.3	821	58	47685	None
AG-360-D16	15.19	0.01	Neural Network (Specific Model)	11	0.965	15031	297.3861003861004	238594	0.3	259	25	33802	None
AG-360-D09	25.77	0.01	Neural Network (Specific Model)	11	0.97	14669	297.5192878338279	309074	0.29	337	30	46317	None
AG-360-E14	53.62	0.02	Neural Network (Specific Model)	11	0.967	21268	274.0220994475138	613578	0.29	724	49	62382	None
AG-900-N04	69.15	0.2	Gradient Boost (General Model)	11	0.956	35842	301.5794732061762	1038955	0.32	1101	59	81163	None
AG-900-N08	36.31	0.09	Neural Network (Specific Model)	11	0.96	23101	295.74384236453204	560759	0.29	609	52	70624	None
AG-360-E16	11.77	0.0	Neural Network (Specific Model)	11	0.962	12785	270.696261682243	180096	0.29	214	19	25566	None
AG-360-E23	47.6	0.04	Neural Network (Specific Model)	11	0.96	20714	290.52098408104195	625231	0.28	691	49	70974	None
AG-900-N22	77.45	0.15	Neural Network (Specific Model)	11	0.959	63585	298.3650952858576	927933	0.29	997	27	198015	None
AG-900-O17	65.51	0.66	Neural Network (Specific Model)	11	0.967	86744	295.2132486388385	1005327	0.29	1102	39	160884	None
AG-360-G06	55.89	0.44	Neural Network (Specific Model)	11	0.969	24422	288.32211538461536	740296	0.29	832	53	73118	None
AG-360-G17	27.51	0.01	Neural Network (Specific Model)	11	0.953	12889	277.178391959799	345824	0.3	398	38	27155	None
AG-900-P04	55.34	0.04	Neural Network (Specific Model)	11	0.973	26076	302.2936221419976	772021	0.29	831	52	54065	None
AG-900-P18	69.76	0.11	Neural Network (Specific Model)	11	0.966	70311	303.2649572649573	989062	0.3	1053	34	199966	None
AG-900-P21	35.69	0.0	Neural Network (Specific Model)	11	0.958	18940	286.2224409448819	453968	0.3	508	40	65993	None
AG-360-I05	43.14	0.01	Neural Network (Specific Model)	11	0.961	19829	283.79430379746833	558112	0.29	632	52	41328	None
AG-901-A01	65.75	0.04	Neural Network (Specific Model)	11	0.968	136274	297.2064732142857	822069	0.3	896	20	158747	None
AG-360-I14	21.37	0.27	Neural Network (Specific Model)	11	0.962	16441	265.2267818574514	381789	0.3	463	38	26086	None
AG-901-A18	39.43	0.41	Neural Network (Specific Model)	11	0.967	21309	281.2755102040816	596412	0.3	686	54	51204	None
AG-360-J02	29.29	0.02	Neural Network (Specific Model)	11	0.966	18924	282.5043227665706	303340	0.29	347	18	41769	None
AG-360-J06	31.84	0.01	Neural Network (Specific Model)	11	0.958	16646	271.37916666666666	406410	0.29	480	37	42991	None
AG-360-K05	42.68	1.18	Neural Network (Specific Model)	11	0.954	16391	286.9655172413793	573866	0.29	638	51	38610	None
AG-901-C08	52.33	0.01	Neural Network (Specific Model)	11	0.961	26423	299.3897882938979	747822	0.3	803	43	74124	None
AG-360-M06	37.81	0.0	Neural Network (Specific Model)	11	0.965	18193	279.93603411513857	406896	0.29	469	34	56863	None
AG-901-E03	27.25	0.0	Neural Network (Specific Model)	11	0.965	22552	298.09382716049384	373986	0.3	405	29	47713	None
AG-360-N16	30.35	0.07	Neural Network (Specific Model)	11	0.968	19203	281.6666666666667	430603	0.29	495	35	72376	None
AG-901-F06	34.31	0.63	Neural Network (Specific Model)	11	0.957	24140	295.0744416873449	371238	0.3	403	19	83713	None
AG-360-O03	32.58	0.01	Neural Network (Specific Model)	11	0.961	14743	294.74869109947645	350236	0.3	382	36	27844	None
AG-901-J09	68.42	0.03	Neural Network (Specific Model)	11	0.97	54729	295.5755813953488	783278	0.3	860	29	216456	None
AG-361-A20	13.89	0.0	Neural Network (Specific Model)	11	0.972	20424	291.3014705882353	121867	0.28	136	10	33230	None
AG-361-D10	18.72	0.0	Neural Network (Specific Model)	11	0.967	15629	266.6072607260726	249628	0.3	303	19	61290	None
AG-361-F19	18.81	0.01	Neural Network (Specific Model)	11	0.972	9005	262.6640625	206897	0.3	256	28	24509	None
AG-361-J07	6.9	0.0	Neural Network (Specific Model)	11	0.969	7793	269.1862745098039	84711	0.28	102	14	14012	None
AG-901-O21	37.28	0.09	Neural Network (Specific Model)	11	0.955	30587	292.1515151515151	422478	0.3	462	26	99663	None
AG-901-P18	71.21	0.01	Neural Network (Specific Model)	11	0.965	52030	296.12589559877176	896151	0.29	977	38	105276	None
AG-903-A15	22.53	0.05	Neural Network (Specific Model)	11	0.965	8347	272.55043227665703	292851	0.29	347	46	24063	None
AG-362-G13	28.26	0.01	Neural Network (Specific Model)	11	0.953	22828	279.9068493150685	320946	0.3	365	26	46940	None
AG-362-N14	12.92	0.18	Neural Network (Specific Model)	11	0.976	19440	292.9766081871345	153510	0.28	171	12	25895	None
AG-362-O19	5.61	0.0	Neural Network (Specific Model)	11	0.967	27314	315.44444444444446	87863	0.31	90	5	32348	None
AG-365-A08	47.5	0.54	Neural Network (Specific Model)	11	0.962	25441	287.84122562674094	643231	0.29	718	45	60277	None
AG-365-A20	60.89	0.17	Neural Network (Specific Model)	11	0.964	41111	294.71287128712873	831234	0.28	909	48	94944	None
AG-903-F04	55.2	0.0	Neural Network (Specific Model)	11	0.969	28949	295.0120805369128	678157	0.29	745	40	69940	None
AG-365-B16	55.15	0.08	Neural Network (Specific Model)	11	0.964	26559	298.3091133004926	751651	0.29	812	45	93780	None
AG-365-C14	80.05	0.08	Neural Network (Specific Model)	11	0.965	89457	305.21666666666664	1078735	0.28	1140	29	176776	None
AG-365-C20	83.33	0.04	Neural Network (Specific Model)	11	0.967	37367	291.3902012248469	1030459	0.28	1143	49	120670	None
AG-365-D06	45.02	0.0	Neural Network (Specific Model)	11	0.958	27788	291.3888888888889	425509	0.3	468	27	54858	None
AG-365-D05	27.31	0.53	Neural Network (Specific Model)	11	0.958	11896	273.9821029082774	382723	0.29	447	44	20519	None
AG-365-E17	47.43	0.0	Neural Network (Specific Model)	11	0.963	15857	275.6579710144928	590849	0.29	690	62	36887	None
AG-365-F21	37.91	0.06	Neural Network (Specific Model)	11	0.966	13833	283.17753623188406	484139	0.29	552	50	40851	None
AG-903-M03	66.19	0.06	Neural Network (Specific Model)	11	0.962	110703	294.0501113585746	821203	0.3	898	26	182783	None
AG-365-J02	13.83	0.0	Neural Network (Specific Model)	11	0.965	11309	275.6807511737089	181938	0.29	213	23	36459	None
AG-365-N15	62.92	0.05	Neural Network (Specific Model)	11	0.962	25289	286.34225621414913	930603	0.3	1046	66	67501	None
AG-904-B09	67.68	0.01	Neural Network (Specific Model)	11	0.965	46660	297.05527638190955	916562	0.3	995	42	187310	None
AG-904-B16	22.96	0.0	Neural Network (Specific Model)	11	0.964	29606	293.5536585365854	373649	0.33	410	31	42555	None
AG-904-D18	79.0	0.03	Neural Network (Specific Model)	11	0.958	72808	305.6197068403909	1171933	0.33	1228	37	174535	None
AG-904-F13	46.24	0.21	Neural Network (Specific Model)	11	0.965	87983	312.7098930481283	725034	0.3	748	35	142832	None
AG-905-A10	79.36	0.1	Neural Network (Specific Model)	11	0.961	70916	297.4813432835821	992894	0.3	1072	36	135063	None
AG-404-A11	23.19	0.01	Neural Network (Specific Model)	11	0.97	25687	296.6200980392157	372855	0.29	408	19	72385	None
AG-900-L08	38.39	0.02	Neural Network (Specific Model)	11	0.963	23402	298.33565459610026	665320	0.34	718	42	105022	None
AG-360-E10	66.46	1.87	Neural Network (Specific Model)	11	0.962	25957	293.73107569721117	916392	0.29	1004	58	99003	None
AG-900-M23	82.89	0.03	Neural Network (Specific Model)	11	0.964	49172	302.42693661971833	1065215	0.29	1136	48	127826	None
AG-900-O06	70.86	0.13	Neural Network (Specific Model)	11	0.965	54905	305.2303422756707	1022431	0.29	1081	40	118333	None
AG-360-I06	77.11	0.05	Neural Network (Specific Model)	11	0.963	46450	292.94204152249137	1051557	0.29	1156	43	199946	None
AG-901-B06	19.99	0.0	Neural Network (Specific Model)	11	0.968	13763	284.42084942084944	227653	0.29	259	22	26089	None
AG-901-B18	38.46	0.05	Neural Network (Specific Model)	11	0.968	26933	290.9746192893401	531375	0.29	591	38	71003	None
AG-360-J17	32.02	0.05	Neural Network (Specific Model)	11	0.966	19198	288.40165289256197	540169	0.29	605	50	53139	None
AG-360-J19	45.21	0.0	Neural Network (Specific Model)	11	0.966	17584	289.08517887563886	524814	0.29	587	46	49951	None
AG-901-B21	47.09	0.21	Neural Network (Specific Model)	11	0.966	18320	290.9358490566038	477306	0.29	530	41	87107	None
AG-360-K11	62.01	0.16	Neural Network (Specific Model)	11	0.964	52053	293.907614213198	897822	0.3	985	40	181120	None
AG-360-K15	36.09	0.09	Neural Network (Specific Model)	11	0.967	19401	282.0439770554493	456415	0.3	523	33	83752	None
AG-901-C15	37.57	1.04	Neural Network (Specific Model)	11	0.971	14704	280.5589836660617	475682	0.3	551	47	29052	None
AG-360-K21	14.5	0.0	Neural Network (Specific Model)	11	0.961	7287	241.90384615384616	117412	0.29	156	20	21738	None
AG-901-C16	60.75	0.01	Neural Network (Specific Model)	11	0.969	34295	294.8759493670886	718601	0.29	790	49	95355	None
AG-901-C07	14.29	0.0	Neural Network (Specific Model)	11	0.972	32136	293.1530612244898	265063	0.29	294	17	62494	None
AG-901-D09	74.99	0.09	Neural Network (Specific Model)	11	0.961	56499	301.22805139186295	875761	0.3	934	33	193895	None
AG-901-D20	69.91	0.12	Neural Network (Specific Model)	11	0.962	73848	298.12142857142857	907698	0.29	980	30	199537	None
AG-901-D21	57.76	0.19	Neural Network (Specific Model)	11	0.96	64358	299.74388947927736	879219	0.33	941	31	142408	None
AG-901-D11	35.31	0.19	Neural Network (Specific Model)	11	0.97	23196	292.3677536231884	497885	0.3	552	38	44156	None
AG-901-E10	56.58	0.0	Neural Network (Specific Model)	11	0.967	29295	286.5623268698061	639992	0.3	722	31	75488	None
AG-901-E15	60.61	0.04	Neural Network (Specific Model)	11	0.963	48854	291.1632390745501	703061	0.31	778	27	84094	None
AG-360-M19	38.38	0.52	Neural Network (Specific Model)	11	0.964	59693	292.5859872611465	570502	0.29	628	33	95541	None
AG-360-N04	35.81	0.06	Neural Network (Specific Model)	11	0.972	23020	282.45245901639345	529699	0.3	610	37	62039	None
AG-360-N11	48.01	0.06	Neural Network (Specific Model)	11	0.964	15407	279.19812583668005	646831	0.29	747	61	74068	None
AG-360-N15	54.91	0.04	Neural Network (Specific Model)	11	0.962	20235	281.68545216251636	667890	0.29	763	59	48351	None
AG-901-F16	74.41	0.02	Neural Network (Specific Model)	11	0.964	76678	298.9741379310345	860779	0.3	928	28	139741	None
AG-901-F13	20.16	0.16	Neural Network (Specific Model)	11	0.964	43075	273.57566765578633	285728	0.3	337	11	52432	None
AG-901-G09	82.13	0.03	Neural Network (Specific Model)	11	0.969	85525	300.59532710280376	992381	0.3	1070	30	217157	None
