OG_ID	cog_best	cog_best_name	cog_best_gene	cog_best_letter	cog_best_description	cog_support	n_genes	cog_rate
OG0000858	COG0854	Pyridoxine 5'-phosphate synthase PdxJ	PdxJ	H	Coenzyme transport and metabolism	466	466	1
OG0000859	COG0421	Spermidine synthase (polyamine aminopropyltransferase)	SpeE	E	Amino acid transport and metabolism	20	466	0.04291845493562232
OG0000859	COG0516	IMP dehydrogenase/GMP reductase	GuaB	F	Nucleotide transport and metabolism	1	466	0.002145922746781116
OG0000859	COG1586	S-adenosylmethionine decarboxylase	SpeD	E	Amino acid transport and metabolism	445	466	0.9549356223175965
OG0000860	COG0781	Transcription antitermination protein NusB	NusB	K	Transcription	464	465	0.9978494623655914
OG0000861	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	RibB	H	Coenzyme transport and metabolism	414	465	0.8903225806451613
OG0000861	COG0807	GTP cyclohydrolase II	RibA	H	Coenzyme transport and metabolism	51	465	0.10967741935483871
OG0000862	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	YbeY	J	Translation, ribosomal structure and biogenesis	464	465	0.9978494623655914
OG0000863	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	MetC	E	Amino acid transport and metabolism	465	465	1
OG0000864	COG0316	Fe-S cluster assembly iron-binding protein IscA	IscA	O	Posttranslational modification, protein turnover, chaperones	465	465	1
OG0000865	COG0466	ATP-dependent Lon protease, bacterial type	Lon	O	Posttranslational modification, protein turnover, chaperones	1	465	0.002150537634408602
OG0000865	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA	ClpA	O	Posttranslational modification, protein turnover, chaperones	2	465	0.004301075268817204
OG0000865	COG1196	Chromosome segregation ATPase Smc	Smc	D	Cell cycle control, cell division, chromosome partitioning	145	465	0.3118279569892473
OG0000865	COG1579	Predicted nucleic acid-binding protein DR0291, contains C4-type Zn-ribbon domain	DR0291	R	General function prediction only	3	465	0.0064516129032258064
OG0000865	COG2433	Possible nuclease of RNase H fold, RuvC/YqgF family	NA	R	General function prediction only	4	465	0.008602150537634409
OG0000865	COG3206	Tyrosine-protein kinase Wzc involved in exopolysaccharide export, GumC/Wzc1 domain	GumC	M	Cell wall/membrane/envelope biogenesis	1	465	0.002150537634408602
OG0000865	COG3883	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	CwlO1	S	Function unknown	187	465	0.4021505376344086
OG0000865	COG4026	Uncharacterized conserved protein, contains TOPRIM domain, potential nuclease	NA	R	General function prediction only	3	465	0.0064516129032258064
OG0000865	COG4913	Uncharacterized conserved protein, contains a C-terminal ATPase domain	NA	S	Function unknown	23	465	0.04946236559139785
OG0000865	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	EnvC	D	Cell cycle control, cell division, chromosome partitioning	58	465	0.12473118279569892
OG0000866	COG1214	tRNA A37 threonylcarbamoyladenosine modification protein TsaB	TsaB	J	Translation, ribosomal structure and biogenesis	435	465	0.9354838709677419
OG0000866	COG5013	Nitrate reductase alpha subunit	NarG	C	Energy production and conversion	1	465	0.002150537634408602
OG0000867	COG0088	Ribosomal protein L4	RplD	J	Translation, ribosomal structure and biogenesis	465	465	1
OG0000868	COG2938	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	SdhE	O	Posttranslational modification, protein turnover, chaperones	460	464	0.9913793103448276
OG0000870	COG0752	Glycyl-tRNA synthetase, alpha subunit	GlyQ	J	Translation, ribosomal structure and biogenesis	464	464	1
OG0000871	COG0069	Glutamate synthase domain 2	GltB2	E	Amino acid transport and metabolism	1	463	0.0021598272138228943
OG0000872	COG2913	Outer membrane protein assembly factor BamE	BamE	M	Cell wall/membrane/envelope biogenesis	395	463	0.8531317494600432
OG0000873	COG2951	Membrane-bound lytic murein transglycosylase B	MltB	M	Cell wall/membrane/envelope biogenesis	460	462	0.9956709956709957
OG0000874	COG0385	Predicted Na+-dependent transporter YfeH	YfeH	R	General function prediction only	461	462	0.9978354978354979
OG0000875	COG1183	Phosphatidylserine synthase	PssA	I	Lipid transport and metabolism	461	461	1
OG0000876	COG0822	Fe-S cluster assembly scaffold protein IscU, NifU family	IscU	O	Posttranslational modification, protein turnover, chaperones	456	461	0.9891540130151844
OG0000877	COG3162	Membrane protein potentially involved in acetate utilization, DUF485 family	YjcH	S	Function unknown	4	461	0.008676789587852495
OG0000878	COG0069	Glutamate synthase domain 2	GltB2	E	Amino acid transport and metabolism	459	461	0.9956616052060737
OG0000879	COG0178	Excinuclease UvrABC ATPase subunit	UvrA	L	Replication, recombination and repair	1	461	0.0021691973969631237
OG0000879	COG0232	dGTP triphosphohydrolase	Dgt	F	Nucleotide transport and metabolism	460	461	0.9978308026030369
OG0000880	COG0797	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	RlpA	M	Cell wall/membrane/envelope biogenesis	56	461	0.12147505422993492
OG0000880	COG2191	Formylmethanofuran dehydrogenase subunit E	FwdE	C	Energy production and conversion	4	461	0.008676789587852495
OG0000880	COG3087	Cell division protein FtsN	FtsN	D	Cell cycle control, cell division, chromosome partitioning	142	461	0.3080260303687636
OG0000880	COG3147	Cell division protein DedD (periplasmic protein involved in septation)	DedD	D	Cell cycle control, cell division, chromosome partitioning	9	461	0.019522776572668113
OG0000881	COG0307	Riboflavin synthase alpha chain	RibC	H	Coenzyme transport and metabolism	461	461	1
OG0000882	COG0751	Glycyl-tRNA synthetase, beta subunit	GlyS	J	Translation, ribosomal structure and biogenesis	461	461	1
OG0000883	COG4775	Outer membrane protein assembly factor BamA	BamA	M	Cell wall/membrane/envelope biogenesis	460	460	1
OG0000884	COG1686	D-alanyl-D-alanine carboxypeptidase	DacC	M	Cell wall/membrane/envelope biogenesis	458	460	0.9956521739130435
OG0000885	COG2827	Predicted endonuclease, GIY-YIG superfamily	YhbQ	L	Replication, recombination and repair	460	460	1
OG0000886	COG1663	Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase)	LpxK	M	Cell wall/membrane/envelope biogenesis	458	460	0.9956521739130435
OG0000887	COG0525	Valyl-tRNA synthetase	ValS	J	Translation, ribosomal structure and biogenesis	457	459	0.9956427015250545
OG0000888	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	RfbX	M	Cell wall/membrane/envelope biogenesis	1	459	0.002178649237472767
OG0000888	COG3307	O-antigen ligase	RfaL	M	Cell wall/membrane/envelope biogenesis	433	459	0.9433551198257081
OG0000889	COG0474	Magnesium-transporting ATPase (P-type)	MgtA	P	Inorganic ion transport and metabolism	23	459	0.05010893246187364
OG0000889	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	EbsC	J	Translation, ribosomal structure and biogenesis	15	459	0.032679738562091505
OG0000890	COG0842	ABC-type multidrug transport system, permease component	YadH	V	Defense mechanisms	458	459	0.9978213507625272
OG0000890	COG1682	ABC-type polysaccharide/teichoic acid/polyol phosphate export permease	TagG	G	Carbohydrate transport and metabolism	1	459	0.002178649237472767
OG0000891	COG1146	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	PreA	F	Nucleotide transport and metabolism	458	459	0.9978213507625272
OG0000892	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	CaiA	I	Lipid transport and metabolism	457	459	0.9956427015250545
OG0000893	COG1131	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	RbbA	J	Translation, ribosomal structure and biogenesis	458	458	1
OG0000894	COG2230	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	Cfa	I	Lipid transport and metabolism	456	458	0.9956331877729258
OG0000895	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	LldD	C	Energy production and conversion	458	458	1
OG0000896	COG3004	Na+/H+ antiporter NhaA	NhaA	C	Energy production and conversion	458	458	1
OG0000897	COG2898	Bifunctional lysylphosphatidylglycerol synthetase/flippase MprF	MprF	I	Lipid transport and metabolism	7	457	0.015317286652078774
OG0000897	COG4652	Uncharacterized conserved protein, DUF1430 domain	NA	S	Function unknown	1	457	0.002188183807439825
OG0000898	COG3496	Uncharacterized conserved protein, DUF1365 family	NA	S	Function unknown	455	457	0.9956236323851203
OG0000899	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	1	456	0.0021929824561403508
OG0000899	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	1	456	0.0021929824561403508
OG0000899	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	6	456	0.013157894736842105
OG0000899	COG2230	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	Cfa	I	Lipid transport and metabolism	445	456	0.9758771929824561
OG0000900	COG1396	Transcriptional regulator, contains XRE-family HTH domain	HipB	K	Transcription	456	456	1
OG0000901	COG0591	Na+/proline symporter	PutP	E	Amino acid transport and metabolism	452	456	0.9912280701754386
OG0000901	COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	NuoN	C	Energy production and conversion	1	456	0.0021929824561403508
OG0000902	COG0340	Biotin-protein ligase	BirA2	H	Coenzyme transport and metabolism	3	456	0.006578947368421052
OG0000903	COG0492	Thioredoxin reductase	TrxB	O	Posttranslational modification, protein turnover, chaperones	1	455	0.002197802197802198
OG0000903	COG0644	Dehydrogenase (flavoprotein)	FixC	C	Energy production and conversion	447	455	0.9824175824175824
OG0000903	COG2440	Ferredoxin-like protein FixX	FixX	C	Energy production and conversion	7	455	0.015384615384615385
OG0000904	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	TrkA	P	Inorganic ion transport and metabolism	454	455	0.9978021978021978
OG0000904	COG2985	Uncharacterized membrane protein YbjL, putative transporter	YbjL	R	General function prediction only	1	455	0.002197802197802198
OG0000905	COG0361	Translation initiation factor IF-1	InfA	J	Translation, ribosomal structure and biogenesis	455	455	1
OG0000906	COG0861	Tellurite resistance membrane protein TerC	TerC	P	Inorganic ion transport and metabolism	452	454	0.9955947136563876
OG0000907	COG0342	Preprotein translocase subunit SecD	SecD	U	Intracellular trafficking, secretion, and vesicular transport	6	454	0.013215859030837005
OG0000907	COG0474	Magnesium-transporting ATPase (P-type)	MgtA	P	Inorganic ion transport and metabolism	1	454	0.0022026431718061676
OG0000907	COG1033	Predicted exporter protein, RND superfamily	MMPL	R	General function prediction only	2	454	0.004405286343612335
OG0000907	COG4129	Predicted membrane transporter YgaE, aromatic acid exporter family	YgaE	R	General function prediction only	2	454	0.004405286343612335
OG0000908	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	PhnP	H	Coenzyme transport and metabolism	454	454	1
OG0000909	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	EamA	E	Amino acid transport and metabolism	453	453	1
OG0000910	COG0189	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	LysX	E	Amino acid transport and metabolism	452	453	0.9977924944812362
OG0000911	COG0686	Alanine dehydrogenase (includes sporulation protein SpoVN)	Ald	E	Amino acid transport and metabolism	452	453	0.9977924944812362
OG0000911	COG3288	NAD/NADP transhydrogenase alpha subunit	PntA	C	Energy production and conversion	1	453	0.002207505518763797
OG0000912	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	MenH	H	Coenzyme transport and metabolism	452	452	1
OG0000913	COG0141	Histidinol dehydrogenase	HisD	E	Amino acid transport and metabolism	449	452	0.9933628318584071
OG0000914	COG1278	Cold shock protein, CspA family	CspC	K	Transcription	452	452	1
OG0000915	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	Sbm1	I	Lipid transport and metabolism	1	452	0.0022123893805309734
OG0000915	COG2891	Cell shape-determining protein MreD	MreD	M	Cell wall/membrane/envelope biogenesis	297	452	0.6570796460176991
OG0000916	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	4	452	0.008849557522123894
OG0000916	COG3292	Periplasmic ligand-binding sensor domain	NA	T	Signal transduction mechanisms	1	452	0.0022123893805309734
OG0000917	COG1953	Cytosine/uracil/thiamine/allantoin permease	FUI1	F	Nucleotide transport and metabolism	452	452	1
OG0000918	COG0749	DNA polymerase I, 3'-5' exonuclease and polymerase domains	PolA	L	Replication, recombination and repair	1	452	0.0022123893805309734
OG0000918	COG2177	Cell division protein FtsX	FtsX	D	Cell cycle control, cell division, chromosome partitioning	1	452	0.0022123893805309734
OG0000918	COG4839	Cell division protein FtsL, bacillar variant	FtsL2	D	Cell cycle control, cell division, chromosome partitioning	13	452	0.028761061946902654
OG0000918	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	EnvC	D	Cell cycle control, cell division, chromosome partitioning	1	452	0.0022123893805309734
OG0000918	COG5462	Cell division protein FtsL, alphaproteobacterial variant	FtsL3	D	Cell cycle control, cell division, chromosome partitioning	2	452	0.004424778761061947
OG0000919	COG3572	Gamma-glutamylcysteine synthetase	Gsh2	H	Coenzyme transport and metabolism	450	451	0.9977827050997783
OG0000920	COG1508	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog	RpoN	K	Transcription	3	450	0.006666666666666667
OG0000920	COG2982	Outer membrane assembly factor AsmA	AsmA	M	Cell wall/membrane/envelope biogenesis	2	450	0.0044444444444444444
OG0000920	COG3115	Cell division protein ZipA, interacts with FtsZ	ZipA	D	Cell cycle control, cell division, chromosome partitioning	6	450	0.013333333333333334
OG0000921	COG3842	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA	E	Amino acid transport and metabolism	449	450	0.9977777777777778
OG0000922	COG0861	Tellurite resistance membrane protein TerC	TerC	P	Inorganic ion transport and metabolism	449	449	1
OG0000923	COG2982	Outer membrane assembly factor AsmA	AsmA	M	Cell wall/membrane/envelope biogenesis	261	448	0.5825892857142857
OG0000923	COG3292	Periplasmic ligand-binding sensor domain	NA	T	Signal transduction mechanisms	2	448	0.004464285714285714
OG0000924	COG1832	Predicted CoA-binding protein	YccU	R	General function prediction only	448	448	1
OG0000925	COG0470	DNA polymerase III, delta prime subunit	HolB	L	Replication, recombination and repair	427	448	0.953125
OG0000926	COG0001	Glutamate-1-semialdehyde aminotransferase	HemL	H	Coenzyme transport and metabolism	1	447	0.0022371364653243847
OG0000926	COG0529	Adenylylsulfate kinase or related kinase	CysC	P	Inorganic ion transport and metabolism	1	447	0.0022371364653243847
OG0000926	COG0645	Predicted kinase, contains AAA domain	AAA	R	General function prediction only	8	447	0.017897091722595078
OG0000926	COG1056	Nicotinamide mononucleotide adenylyltransferase	NadM	H	Coenzyme transport and metabolism	433	447	0.9686800894854586
OG0000927	COG2175	Taurine dioxygenase, alpha-ketoglutarate-dependent	TauD	Q	Secondary metabolites biosynthesis, transport and catabolism	447	447	1
OG0000928	COG0411	ABC-type branched-chain amino acid transport system, ATPase component LivG	LivG	E	Amino acid transport and metabolism	445	446	0.9977578475336323
OG0000928	COG3845	ABC-type guanosine uptake system NupNOPQ, ATPase component NupO	NupO	F	Nucleotide transport and metabolism	1	446	0.002242152466367713
OG0000929	COG2205	K+-sensing histidine kinase KdpD	KdpD	T	Signal transduction mechanisms	199	446	0.4461883408071749
OG0000929	COG3555	Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily,includes lipid A hydroxylase LpxO	LpxO2	O	Posttranslational modification, protein turnover, chaperones	14	446	0.03139013452914798
OG0000930	COG0188	DNA gyrase/topoisomerase IV, subunit A	GyrA	L	Replication, recombination and repair	1	446	0.002242152466367713
OG0000930	COG0760	Periplasmic chaperone SurA (peptidyl-prolyl cis-trans isomerase)	SurA	O	Posttranslational modification, protein turnover, chaperones	17	446	0.03811659192825112
